STT,Thời gian thực tế,Số lượng đạt,Số lượng lỗi,Thời gian bình quân (s),Năng suất ngày (sp),Năng suất đạt  (%),Bậc thợ,% lỗi,Hệ số,Thời gian chuẩn,Lỗi
120,60.0,2.0,0.0,173.68,10.0,0.0006909258406264394,2,0.0,0.9,25.0,0
121,96.5,5.0,0.0,173.68,10.0,0.0027780976508521415,2,0.0,0.9,40.208333333333336,0
122,60.0,2.0,0.0,173.68,10.0,0.0006909258406264394,2,0.0,0.9,25.0,0
123,60.0,6.0,0.0,173.7,10.0,0.0020725388601036273,2,0.0,0.9,25.0,0
124,66.0,9.0,0.0,173.67999999999998,10.0,0.003420082911100876,3,0.0,1.0,18.333333333333336,0
127,15.0,15.0,2.0,173.68,10.0,0.0012954859511745736,2,0.0013333333333333333,0.9,6.25,1
128,15.0,10.0,0.0,173.68,10.0,0.0008636573007830492,2,0.0,0.9,6.25,0
129,15.0,25.0,0.0,173.68,10.0,0.0021591432519576233,2,0.0,0.9,6.25,0
130,114.0,19.0,0.0,173.68,10.0,0.012471211423307229,4,0.0,1.15,23.75,0
131,15.0,25.0,0.0,173.68,10.0,0.0021591432519576233,3,0.0,1.0,4.166666666666667,0
132,24.0,21.0,0.0,173.68,10.0,0.002901888530631046,3,0.0,1.0,6.666666666666667,0
133,15.0,29.0,0.0,173.68,10.0,0.0025046061722708425,3,0.0,1.0,4.166666666666667,0
134,32.4,29.0,0.0,173.7,10.0,0.005409326424870467,2,0.0,0.9,13.5,0
135,15.0,29.0,1.0,173.68,10.0,0.0025046061722708425,2,0.0003448275862068965,0.9,6.25,1
136,54.0,17.0,0.0,173.7,10.0,0.005284974093264248,4,0.0,1.15,11.25,0
137,15.0,5.0,1.0,173.68,10.0,0.0004318286503915246,4,0.002,1.15,3.125,1
138,84.0,10.0,0.0,162.82500000000002,20.0,0.0025794564716720403,2,0.0,0.9,35.0,0
140,32.4,21.0,0.0,173.68,10.0,0.003917549516351911,3,0.0,1.0,9.0,0
142,54.0,15.0,0.0,173.68,10.0,0.004663749424228466,3,0.0,1.0,15.000000000000002,0
143,70.2,15.0,0.0,173.7,10.0,0.006062176165803109,3,0.0,1.0,19.500000000000004,0
145,24.0,9.0,0.0,173.7,10.0,0.001243523316062176,2,0.0,0.9,10.0,0
146,54.0,19.0,0.0,173.7,10.0,0.0059067357512953365,3,0.0,1.0,15.000000000000002,0
147,70.2,19.0,1.0,173.7,10.0,0.007678756476683939,3,0.0005263157894736842,1.0,19.500000000000004,1
149,70.2,17.0,0.0,173.7,10.0,0.0068704663212435235,2,0.0,0.9,29.250000000000004,0
151,114.0,2.0,0.0,173.7,10.0,0.001312607944732297,2,0.0,0.9,47.5,0
152,84.0,2.0,0.0,173.7,10.0,0.0009671848013816926,2,0.0,0.9,35.0,0
153,54.0,15.0,0.0,173.7,10.0,0.00466321243523316,2,0.0,0.9,22.5,0
154,70.2,12.0,2.0,173.7,10.0,0.0048497409326424875,4,0.0016666666666666666,1.15,14.625000000000002,1
156,70.2,15.0,0.0,173.7,10.0,0.006062176165803109,4,0.0,1.15,14.625000000000002,0
158,43.199999999999996,3.0,0.0,173.68,10.0,0.0007461999078765543,2,0.0,0.9,18.0,0
159,42.0,3.0,0.0,173.68,10.0,0.0007254721326577614,2,0.0,0.9,17.5,0
160,108.0,3.0,0.0,173.68,10.0,0.0018654997696913864,2,0.0,0.9,45.0,0
161,42.0,3.0,0.0,173.68,10.0,0.0007254721326577614,2,0.0,0.9,17.5,0
163,43.199999999999996,11.0,0.0,173.68,10.0,0.0027360663288806997,3,0.0,1.0,12.0,0
164,42.0,11.0,0.0,173.68,10.0,0.0026600644864117917,3,0.0,1.0,11.666666666666668,0
165,108.0,11.0,0.0,173.68,10.0,0.006840165822201752,3,0.0,1.0,30.000000000000004,0
166,42.0,11.0,0.0,173.68,10.0,0.0026600644864117917,2,0.0,0.9,17.5,0
168,43.199999999999996,13.0,0.0,173.68,10.0,0.003233532934131736,2,0.0,0.9,18.0,0
169,42.0,13.0,0.0,173.68,10.0,0.003143712574850299,2,0.0,0.9,17.5,0
170,108.0,13.0,0.0,173.68,10.0,0.008083832335329342,2,0.0,0.9,45.0,0
171,42.0,13.0,1.0,173.68,10.0,0.003143712574850299,3,0.0007692307692307692,1.0,11.666666666666668,1
173,43.199999999999996,11.0,0.0,173.68,10.0,0.0027360663288806997,3,0.0,1.0,12.0,0
174,42.0,11.0,0.0,173.68,10.0,0.0026600644864117917,3,0.0,1.0,11.666666666666668,0
175,108.0,11.0,0.0,173.68,10.0,0.006840165822201752,2,0.0,0.9,45.0,0
176,42.0,11.0,0.0,173.68,10.0,0.0026600644864117917,2,0.0,0.9,17.5,0
178,42.0,4.0,0.0,173.68,10.0,0.0009672961768770153,4,0.0,1.15,8.75,0
179,108.0,4.0,0.0,173.68,10.0,0.002487333026255182,4,0.0,1.15,22.5,0
180,42.0,4.0,0.0,173.68,10.0,0.0009672961768770153,3,0.0,1.0,11.666666666666668,0
181,16.2,3.0,0.0,173.68,10.0,0.00027982496545370794,3,0.0,1.0,4.5,0
182,60.0,3.0,0.0,173.68,10.0,0.001036388760939659,3,0.0,1.0,16.666666666666668,0
183,16.2,3.0,0.0,173.68,10.0,0.00027982496545370794,3,0.0,1.0,4.5,0
184,78.0,3.0,0.0,173.68,10.0,0.0013473053892215567,2,0.0,0.9,32.5,0
185,72.0,13.0,0.0,173.68,10.0,0.005389221556886228,2,0.0,0.9,30.0,0
186,69.6,13.0,0.0,173.68,10.0,0.0052095808383233536,2,0.0,0.9,29.0,0
188,60.0,5.0,0.0,173.68,10.0,0.0017273146015660983,3,0.0,1.0,16.666666666666668,0
189,16.2,5.0,0.0,173.68,10.0,0.0004663749424228466,4,0.0,1.15,3.375,0
190,78.0,5.0,0.0,173.68,10.0,0.002245508982035928,3,0.0,1.0,21.666666666666668,0
191,72.0,28.0,0.0,173.68,10.0,0.011607554122524183,3,0.0,1.0,20.000000000000004,0
192,69.6,28.0,0.0,173.68,10.0,0.011220635651773374,2,0.0,0.9,29.0,0
194,60.0,12.0,0.0,173.68,10.0,0.004145555043758636,2,0.0,0.9,25.0,0
195,16.2,12.0,0.0,173.68,10.0,0.0011192998618148318,2,0.0,0.9,6.75,0
196,78.0,12.0,0.0,173.68,10.0,0.005389221556886227,3,0.0,1.0,21.666666666666668,0
197,84.0,4.0,0.0,173.68,10.0,0.0019345923537540306,3,0.0,1.0,23.333333333333336,0
198,54.0,4.0,0.0,173.68,10.0,0.001243666513127591,4,0.0,1.15,11.25,0
200,57.6,2.0,0.0,173.68,10.0,0.0006632888070013819,2,0.0,0.9,24.0,0
201,102.0,2.0,0.0,173.7,10.0,0.0011744386873920555,2,0.0,0.9,42.5,0
202,72.0,2.0,0.0,173.7,10.0,0.000829015544041451,3,0.0,1.0,20.000000000000004,0
204,57.6,2.0,1.0,173.68,10.0,0.0006632888070013819,2,0.005,0.9,24.0,1
205,102.0,19.0,1.0,173.68,10.0,0.011158452326116997,2,0.0005263157894736842,0.9,42.5,1
206,72.0,19.0,0.0,173.7,10.0,0.007875647668393783,3,0.0,1.0,20.000000000000004,0
208,84.0,4.0,0.0,173.7,10.0,0.0019343696027633852,3,0.0,1.0,23.333333333333336,0
210,18.0,11.0,0.0,173.68,10.0,0.0011400276370336251,2,0.0,0.9,7.5,0
211,84.0,3.0,0.0,173.68,10.0,0.0014509442653155228,3,0.0,1.0,23.333333333333336,0
213,18.0,7.0,0.0,173.68,10.0,0.0007254721326577614,2,0.0,0.9,7.5,0
214,69.6,1.0,0.0,173.68,10.0,0.0004007369875633349,2,0.0,0.9,29.0,0
216,18.0,14.0,0.0,173.68,10.0,0.0014509442653155228,2,0.0,0.9,7.5,0
217,60.0,10.0,0.0,173.68,10.0,0.0034546292031321967,3,0.0,1.0,16.666666666666668,0
218,16.2,5.0,0.0,173.68,10.0,0.0004663749424228466,3,0.0,1.0,4.5,0
219,57.599999999999994,10.0,0.0,173.68,10.0,0.0033164440350069084,3,0.0,1.0,16.0,0
221,60.0,9.0,0.0,173.68,10.0,0.003109166282818977,2,0.0,0.9,25.0,0
222,57.599999999999994,9.0,0.0,173.68,10.0,0.0029847996315062173,3,0.0,1.0,16.0,0
223,16.2,4.5,2.0,173.68,10.0,0.00041973744818056194,4,0.0044444444444444444,1.15,3.375,1
226,60.0,6.0,0.0,173.68,10.0,0.002072777521879318,2,0.0,0.9,25.0,0
227,57.599999999999994,6.0,0.0,173.68,10.0,0.001989866421004145,2,0.0,0.9,24.0,0
228,16.2,3.0,0.0,173.68,10.0,0.00027982496545370794,2,0.0,0.9,6.75,0
230,18.0,9.0,0.0,173.68,10.0,0.0009327498848456932,2,0.0,0.9,7.5,0
231,60.0,15.0,0.0,173.68,10.0,0.005181943804698295,2,0.0,0.9,25.0,0
232,57.599999999999994,15.0,0.0,173.68,10.0,0.004974666052510362,3,0.0,1.0,16.0,0
233,16.2,7.5,0.0,173.68,10.0,0.0006995624136342699,3,0.0,1.0,4.5,0
235,60.0,14.0,2.0,173.68,10.0,0.004836480884385075,3,0.0014285714285714286,1.0,16.666666666666668,1
236,57.599999999999994,14.0,0.0,173.68,10.0,0.004643021649009671,3,0.0,1.0,16.0,0
238,16.2,4.0,0.0,173.7,10.0,0.0003730569948186529,2,0.0,0.9,6.75,0
239,66.0,1.0,0.0,173.7,10.0,0.00037996545768566504,2,0.0,0.9,27.5,0
240,62.4,1.0,0.0,173.7,10.0,0.0003592400690846287,2,0.0,0.9,26.0,0
241,36.0,1.0,0.0,173.7,10.0,0.00020725388601036275,2,0.0,0.9,15.0,0
243,62.0,9.0,0.0,173.67999999999998,10.0,0.003212805158912944,3,0.0,1.0,17.222222222222225,0
246,62.0,10.0,0.0,173.67999999999998,10.0,0.003569783509903271,2,0.0,0.9,25.833333333333336,0
247,36.0,10.0,0.0,173.7,10.0,0.0020725388601036273,2,0.0,0.9,15.0,0
249,62.0,11.0,0.0,173.67999999999998,10.0,0.0039267618608935986,4,0.0,1.15,12.916666666666668,0
250,36.0,11.0,0.0,173.67999999999998,10.0,0.0022800552740672507,3,0.0,1.0,10.000000000000002,0
253,62.0,13.0,0.0,173.67999999999998,10.0,0.004640718562874253,4,0.0,1.15,12.916666666666668,0
254,36.0,13.0,0.0,173.67999999999998,10.0,0.002694610778443114,3,0.0,1.0,10.000000000000002,0
257,62.0,15.0,0.0,173.67999999999998,10.0,0.005354675264854907,2,0.0,0.9,25.833333333333336,0
258,36.0,15.0,0.0,173.67999999999998,10.0,0.0031091662828189775,2,0.0,0.9,15.0,0
261,102.0,3.0,1.0,173.68,10.0,0.0017618608935974205,2,0.003333333333333333,0.9,42.5,1
262,72.0,5.0,0.0,173.7,10.0,0.0020725388601036273,2,0.0,0.9,30.0,0
263,69.6,5.0,0.0,173.7,10.0,0.002003454231433506,2,0.0,0.9,29.0,0
265,102.0,8.0,0.0,173.68,10.0,0.004698295716259788,3,0.0,1.0,28.333333333333336,0
266,72.0,13.0,0.0,173.7,10.0,0.00538860103626943,4,0.0,1.15,15.0,0
269,102.0,10.0,0.0,173.7,10.0,0.0058721934369602765,3,0.0,1.0,28.333333333333336,0
270,72.0,10.0,0.0,173.7,10.0,0.0041450777202072546,3,0.0,1.0,20.000000000000004,0
271,69.6,10.0,0.0,173.68,10.0,0.004007369875633348,2,0.0,0.9,29.0,0
273,72.0,10.0,0.0,173.7,10.0,0.0041450777202072546,2,0.0,0.9,30.0,0
274,69.0,10.0,0.0,173.68,10.0,0.003972823583602026,4,0.0,1.15,14.375,0
276,72.0,10.0,0.0,173.68,10.0,0.004145555043758636,2,0.0,0.9,30.0,0
277,69.6,10.0,0.0,173.7,10.0,0.004006908462867012,3,0.0,1.0,19.333333333333332,0
280,62.4,15.0,0.0,173.7,10.0,0.00538860103626943,2,0.0,0.9,26.0,0
281,36.0,10.0,0.0,173.7,10.0,0.0020725388601036273,3,0.0,1.0,10.000000000000002,0
282,54.0,4.0,0.0,173.7,10.0,0.001243523316062176,3,0.0,1.0,15.000000000000002,0
284,43.2,3.0,0.0,173.68,10.0,0.0007461999078765547,2,0.0,0.9,18.000000000000004,0
285,42.0,3.0,0.0,173.68,10.0,0.0007254721326577614,3,0.0,1.0,11.666666666666668,0
286,108.0,3.0,0.0,173.68,10.0,0.0018654997696913864,3,0.0,1.0,30.000000000000004,0
287,42.0,3.0,0.0,173.68,10.0,0.0007254721326577614,3,0.0,1.0,11.666666666666668,0
289,42.0,11.0,0.0,173.68,10.0,0.0026600644864117917,2,0.0,0.9,17.5,0
290,108.0,11.0,1.0,173.68,10.0,0.006840165822201752,2,0.0009090909090909091,0.9,45.0,1
291,42.0,11.0,0.0,173.68,10.0,0.0026600644864117917,2,0.0,0.9,17.5,0
293,42.0,13.0,0.0,173.68,10.0,0.003143712574850299,3,0.0,1.0,11.666666666666668,0
294,108.0,13.0,1.0,173.68,10.0,0.008083832335329342,3,0.0007692307692307692,1.0,30.000000000000004,1
295,42.0,13.0,1.0,173.68,10.0,0.003143712574850299,4,0.0007692307692307692,1.15,8.75,1
297,42.0,17.0,0.0,173.68,10.0,0.004111008751727315,3,0.0,1.0,11.666666666666668,0
298,108.0,17.0,0.0,173.68,10.0,0.010571165361584523,3,0.0,1.0,30.000000000000004,0
299,42.0,17.0,0.0,173.68,10.0,0.004111008751727315,3,0.0,1.0,11.666666666666668,0
302,43.2,2.0,0.0,173.68,10.0,0.0004974666052510365,2,0.0,0.9,18.000000000000004,0
303,42.0,2.0,0.0,173.68,10.0,0.00048364808843850764,3,0.0,1.0,11.666666666666668,0
304,108.0,2.0,0.0,173.68,10.0,0.001243666513127591,3,0.0,1.0,30.000000000000004,0
305,42.0,2.0,0.0,173.68,10.0,0.00048364808843850764,3,0.0,1.0,11.666666666666668,0
306,96.6,5.0,0.0,173.68,10.0,0.0027809765085214182,2,0.0,0.9,40.25,0
307,24.0,15.0,0.0,173.68,10.0,0.002072777521879318,2,0.0,0.9,10.0,0
311,21.6,23.0,1.0,173.68,10.0,0.002860432980193459,3,0.00043478260869565214,1.0,6.000000000000001,1
314,21.6,7.0,0.0,173.68,10.0,0.0008705665591893137,2,0.0,0.9,9.000000000000002,0
315,27.0,7.0,0.0,173.68,10.0,0.001088208198986642,2,0.0,0.9,11.25,0
316,64.8,7.0,0.0,173.68,10.0,0.002611699677567941,3,0.0,1.0,18.0,0
317,59.4,7.0,0.0,173.68,10.0,0.0023940580377706123,4,0.0,1.15,12.375,0
318,37.8,7.0,0.0,173.68,10.0,0.0015234914785812986,2,0.0,0.9,15.75,0
320,21.6,16.0,1.0,173.68,10.0,0.001989866421004146,2,0.000625,0.9,9.000000000000002,1
321,27.0,2.0,0.0,173.68,10.0,0.00031091662828189776,2,0.0,0.9,11.25,0
322,64.8,2.0,0.0,173.68,10.0,0.0007461999078765545,3,0.0,1.0,18.0,0
323,59.4,2.0,0.0,173.68,10.0,0.000684016582220175,4,0.0,1.15,12.375,0
324,37.8,2.0,0.0,173.68,10.0,0.0004352832795946568,3,0.0,1.0,10.5,0
326,21.6,3.0,0.0,173.68,10.0,0.00037309995393827733,3,0.0,1.0,6.000000000000001,0
327,27.0,10.0,0.0,173.68,10.0,0.0015545831414094887,4,0.0,1.15,5.625,0
328,64.8,14.0,0.0,173.68,10.0,0.005223399355135882,3,0.0,1.0,18.0,0
329,59.4,14.0,0.0,173.68,10.0,0.0047881160755412246,2,0.0,0.9,24.75,0
330,37.8,14.0,0.0,173.68,10.0,0.003046982957162597,2,0.0,0.9,15.75,0
332,64.8,15.0,0.0,173.68,10.0,0.005596499309074159,2,0.0,0.9,27.0,0
333,59.4,15.0,0.0,173.68,10.0,0.005130124366651313,3,0.0,1.0,16.5,0
334,37.8,15.0,0.0,173.68,10.0,0.0032646245969599258,2,0.0,0.9,15.75,0
336,24.0,3.0,0.0,173.68,10.0,0.00041455550437586366,4,0.0,1.15,5.0,0
337,84.0,2.0,0.0,173.68,10.0,0.0009672961768770153,2,0.0,0.9,35.0,0
338,96.6,3.0,0.0,173.68,10.0,0.001668585905112851,2,0.0,0.9,40.25,0
339,66.0,11.0,0.0,173.68,10.0,0.004180101335789959,4,0.0,1.15,13.75,0
